company_key,company_name,segment_primary,segment_tags,source_lists,local_source_rank,yc_source_rank,city,state_or_region,metro_area,company_category,employee_band,hq_status,company_website,careers_page,company_linkedin,source_systems,check_daily,priority_tier,board_type,board_url,board_token,board_api_url,board_confirmation_status,board_last_verified_at,resolved_from_url,job_source_type,job_source_url,job_source_job_count,job_source_last_verified_at,job_source_notes,jd_capture_status,jd_format,jd_extraction_method,jd_extraction_locator,jd_last_verified_at,jd_notes,notes
soraban,Soraban,local,local;yc,greater_phoenix;yc_seed_from_local_overlap,37,,Tempe,AZ,Greater Phoenix,Accounting and Finance,11-50,Local HQ,https://www.soraban.com/,https://www.ycombinator.com/companies/soraban/jobs/,https://www.linkedin.com/company/sorabansoftware/about/,phx_fwd_local_software_100;local_yc_overlap,true,,,,,,,,,,,,,,,,,,,,
inkeep,Inkeep,yc,yc,yc_us_hiring_confirmed_api_native_live,,99,,,,,,,https://inkeep.com,https://inkeep.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/inkeep,inkeep,https://api.ashbyhq.com/posting-api/job-board/inkeep?includeCompensation=true,live_jobs,,https://inkeep.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/inkeep?includeCompensation=true,7,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
instrumentl,Instrumentl,yc,yc,yc_us_hiring_confirmed_api_native_live,,100,,,,,,,https://www.instrumentl.com,https://www.instrumentl.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,lever,https://jobs.lever.co/Instrumentl,Instrumentl,https://api.lever.co/v0/postings/Instrumentl?mode=json,live_jobs,,https://www.instrumentl.com/careers,api_native,https://api.lever.co/v0/postings/Instrumentl?mode=json,19,,,full_jd_inferred_api,html_or_text,api_field,[].description|[].descriptionPlain,,,
invert,Invert,yc,yc,yc_us_hiring_confirmed_api_native_live,,101,,,,,,,http://www.invertbio.com/,https://invertbio.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/invert,invert,https://api.ashbyhq.com/posting-api/job-board/invert?includeCompensation=true,live_jobs,,https://invertbio.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/invert?includeCompensation=true,6,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
ironclad,Ironclad,yc,yc,yc_us_hiring_confirmed_api_native_live,,102,,,,,,,http://ironcladapp.com,https://ironcladapp.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/ironcladhq,ironcladhq,https://api.ashbyhq.com/posting-api/job-board/ironcladhq?includeCompensation=true,live_jobs,,https://ironcladapp.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/ironcladhq?includeCompensation=true,43,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
jitx,JITX,yc,yc,yc_us_hiring_confirmed_api_native_live,,103,,,,,,,http://www.jitx.com,https://www.jitx.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,lever,https://jobs.lever.co/jitxinc,jitxinc,https://api.lever.co/v0/postings/jitxinc?mode=json,live_jobs,,https://www.jitx.com/careers,api_native,https://api.lever.co/v0/postings/jitxinc?mode=json,1,,,full_jd_inferred_api,html_or_text,api_field,[].description|[].descriptionPlain,,,
julius,Julius,yc,yc,yc_us_hiring_confirmed_api_native_live,,104,,,,,,,https://julius.ai,https://jobs.ashbyhq.com/julius?utm_source=b7Q8WxXqpk,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/julius,julius,https://api.ashbyhq.com/posting-api/job-board/julius?includeCompensation=true,live_jobs,,https://jobs.ashbyhq.com/julius?utm_source=b7Q8WxXqpk,api_native,https://api.ashbyhq.com/posting-api/job-board/julius?includeCompensation=true,4,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
kalshi,Kalshi,yc,yc,yc_us_hiring_confirmed_api_native_live,,105,,,,,,,https://www.kalshi.com,https://kalshi.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/kalshi,kalshi,https://api.ashbyhq.com/posting-api/job-board/kalshi?includeCompensation=true,live_jobs,,https://kalshi.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/kalshi?includeCompensation=true,27,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
kingdom,Kingdom,yc,yc,yc_us_hiring_confirmed_api_native_live,,106,,,,,,,https://kingdomsuperculture.com,https://www.kingdomsuperculture.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/Kingdom,Kingdom,https://api.ashbyhq.com/posting-api/job-board/Kingdom?includeCompensation=true,live_jobs,,https://www.kingdomsuperculture.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/Kingdom?includeCompensation=true,3,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
klarity,Klarity,yc,yc,yc_us_hiring_confirmed_api_native_live,,107,,,,,,,http://klarity.ai,https://www.klarity.ai/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/klarity-ai,klarity-ai,https://api.ashbyhq.com/posting-api/job-board/klarity-ai?includeCompensation=true,live_jobs,,https://www.klarity.ai/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/klarity-ai?includeCompensation=true,16,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
knowtex,Knowtex,yc,yc,yc_us_hiring_confirmed_api_native_live,,108,,,,,,,http://www.knowtex.ai/,https://www.knowtex.ai/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/ashby-embed-demo-org,ashby-embed-demo-org,https://api.ashbyhq.com/posting-api/job-board/ashby-embed-demo-org?includeCompensation=true,live_jobs,,https://www.knowtex.ai/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/ashby-embed-demo-org?includeCompensation=true,9,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
kodex,Kodex,yc,yc,yc_us_hiring_confirmed_api_native_live,,109,,,,,,,https://www.kodexglobal.com,https://www.kodexglobal.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/kodex,kodex,https://api.ashbyhq.com/posting-api/job-board/kodex?includeCompensation=true,live_jobs,,https://www.kodexglobal.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/kodex?includeCompensation=true,5,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
lago,Lago,yc,yc,yc_us_hiring_confirmed_api_native_live,,110,,,,,,,https://www.getlago.com/,https://getlago.com/hiring,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/lago,lago,https://api.ashbyhq.com/posting-api/job-board/lago?includeCompensation=true,live_jobs,,https://getlago.com/hiring,api_native,https://api.ashbyhq.com/posting-api/job-board/lago?includeCompensation=true,12,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
latent,Latent,yc,yc,yc_us_hiring_confirmed_api_native_live,,111,,,,,,,https://latenthealth.com,https://latenthealth.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/latent,latent,https://api.ashbyhq.com/posting-api/job-board/latent?includeCompensation=true,live_jobs,,https://latenthealth.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/latent?includeCompensation=true,21,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
litellm,LiteLLM,yc,yc,yc_us_hiring_confirmed_api_native_live,,112,,,,,,,https://www.litellm.ai/,https://www.litellm.ai/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/litellm,litellm,https://api.ashbyhq.com/posting-api/job-board/litellm?includeCompensation=true,live_jobs,,https://www.litellm.ai/,api_native,https://api.ashbyhq.com/posting-api/job-board/litellm?includeCompensation=true,6,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
living-carbon,Living Carbon,yc,yc,yc_us_hiring_confirmed_api_native_live,,113,,,,,,,https://www.livingcarbon.com,https://www.livingcarbon.com/about#careers,,yc_public_directory;yc_api_native_board_confirmation,true,,lever,https://jobs.lever.co/livingcarbon,livingcarbon,https://api.lever.co/v0/postings/livingcarbon?mode=json,live_jobs,,https://www.livingcarbon.com/about#careers,api_native,https://api.lever.co/v0/postings/livingcarbon?mode=json,2,,,full_jd_inferred_api,html_or_text,api_field,[].description|[].descriptionPlain,,,
lob,Lob,yc,yc,yc_us_hiring_confirmed_api_native_live,,114,,,,,,,http://lob.com,https://www.lob.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,greenhouse,https://job-boards.greenhouse.io/lob,lob,https://boards-api.greenhouse.io/v1/boards/lob/jobs?content=true,live_jobs,,https://www.lob.com/careers,api_native,https://boards-api.greenhouse.io/v1/boards/lob/jobs?content=true,8,,,full_jd_inferred_api,html,api_field,jobs[].content,,,
loula,Loula,yc,yc,yc_us_hiring_confirmed_api_native_live,,115,,,,,,,https://joinloula.com,https://joinloula.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/loula,loula,https://api.ashbyhq.com/posting-api/job-board/loula?includeCompensation=true,live_jobs,,https://joinloula.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/loula?includeCompensation=true,4,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
luminai,Luminai,yc,yc,yc_us_hiring_confirmed_api_native_live,,116,,,,,,,https://www.luminai.com,https://www.luminai.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/luminai,luminai,https://api.ashbyhq.com/posting-api/job-board/luminai?includeCompensation=true,live_jobs,,https://www.luminai.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/luminai?includeCompensation=true,11,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
mach9,Mach9,yc,yc,yc_us_hiring_confirmed_api_native_live,,117,,,,,,,https://www.mach9.ai/,https://www.mach9.ai/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/mach9,mach9,https://api.ashbyhq.com/posting-api/job-board/mach9?includeCompensation=true,live_jobs,,https://www.mach9.ai/,api_native,https://api.ashbyhq.com/posting-api/job-board/mach9?includeCompensation=true,7,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
magic-patterns,Magic Patterns,yc,yc,yc_us_hiring_confirmed_api_native_live,,118,,,,,,,https://www.magicpatterns.com/,https://www.magicpatterns.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/magicpatterns,magicpatterns,https://api.ashbyhq.com/posting-api/job-board/magicpatterns?includeCompensation=true,live_jobs,,https://www.magicpatterns.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/magicpatterns?includeCompensation=true,5,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
malama-health,Malama Health,yc,yc,yc_us_hiring_confirmed_api_native_live,,119,,,,,,,https://www.heymalama.co,https://heymalama.co/,,yc_public_directory;yc_api_native_board_confirmation,true,,workable,https://apply.workable.com/malama-health/,malama-health,https://apply.workable.com/api/v3/accounts/malama-health/jobs,live_jobs,,https://heymalama.co/,api_native,https://apply.workable.com/api/v3/accounts/malama-health/jobs,11,,,,,,,,,
mashgin,Mashgin,yc,yc,yc_us_hiring_confirmed_api_native_live,,120,,,,,,,http://mashgin.com,https://www.mashgin.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,lever,https://jobs.lever.co/mashgin,mashgin,https://api.lever.co/v0/postings/mashgin?mode=json,live_jobs,,https://www.mashgin.com/careers,api_native,https://api.lever.co/v0/postings/mashgin?mode=json,16,,,full_jd_inferred_api,html_or_text,api_field,[].description|[].descriptionPlain,,,
maverickx,MaverickX,yc,yc,yc_us_hiring_confirmed_api_native_live,,121,,,,,,,https://www.MaverickX.com,https://www.maverickx.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,lever,https://jobs.lever.co/maverickx,maverickx,https://api.lever.co/v0/postings/maverickx?mode=json,live_jobs,,https://www.maverickx.com/,api_native,https://api.lever.co/v0/postings/maverickx?mode=json,6,,,full_jd_inferred_api,html_or_text,api_field,[].description|[].descriptionPlain,,,
may-mobility,May Mobility,yc,yc,yc_us_hiring_confirmed_api_native_live,,122,,,,,,,http://maymobility.com,https://maymobility.com/careers/,,yc_public_directory;yc_api_native_board_confirmation,true,,greenhouse,https://job-boards.greenhouse.io/maymobility,maymobility,https://boards-api.greenhouse.io/v1/boards/maymobility/jobs?content=true,live_jobs,,https://maymobility.com/careers/,api_native,https://boards-api.greenhouse.io/v1/boards/maymobility/jobs?content=true,46,,,full_jd_inferred_api,html,api_field,jobs[].content,,,
mem0,Mem0,yc,yc,yc_us_hiring_confirmed_api_native_live,,123,,,,,,,https://mem0.ai,https://mem0.ai/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/mem0,mem0,https://api.ashbyhq.com/posting-api/job-board/mem0?includeCompensation=true,live_jobs,,https://mem0.ai/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/mem0?includeCompensation=true,5,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
metriport,Metriport,yc,yc,yc_us_hiring_confirmed_api_native_live,,124,,,,,,,https://metriport.com/,https://metriport.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/metriport,metriport,https://api.ashbyhq.com/posting-api/job-board/metriport?includeCompensation=true,live_jobs,,https://metriport.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/metriport?includeCompensation=true,18,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
middesk,Middesk,yc,yc,yc_us_hiring_confirmed_api_native_live,,125,,,,,,,http://www.middesk.com,https://www.middesk.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/middesk,middesk,https://api.ashbyhq.com/posting-api/job-board/middesk?includeCompensation=true,live_jobs,,https://www.middesk.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/middesk?includeCompensation=true,14,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
modern-health,Modern Health,yc,yc,yc_us_hiring_confirmed_api_native_live,,126,,,,,,,https://www.modernhealth.com/,https://www.modernhealth.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,greenhouse,https://job-boards.greenhouse.io/modernhealth,modernhealth,https://boards-api.greenhouse.io/v1/boards/modernhealth/jobs?content=true,live_jobs,,https://www.modernhealth.com/careers,api_native,https://boards-api.greenhouse.io/v1/boards/modernhealth/jobs?content=true,12,,,full_jd_inferred_api,html,api_field,jobs[].content,,,
modern-treasury,Modern Treasury,yc,yc,yc_us_hiring_confirmed_api_native_live,,127,,,,,,,http://www.moderntreasury.com/,https://www.moderntreasury.com/about#careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/moderntreasury,moderntreasury,https://api.ashbyhq.com/posting-api/job-board/moderntreasury?includeCompensation=true,live_jobs,,https://www.moderntreasury.com/about#careers,api_native,https://api.ashbyhq.com/posting-api/job-board/moderntreasury?includeCompensation=true,7,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
momentic,Momentic,yc,yc,yc_us_hiring_confirmed_api_native_live,,128,,,,,,,https://momentic.ai,https://momentic.ai/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/momentic,momentic,https://api.ashbyhq.com/posting-api/job-board/momentic?includeCompensation=true,live_jobs,,https://momentic.ai/,api_native,https://api.ashbyhq.com/posting-api/job-board/momentic?includeCompensation=true,2,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
multiply-labs,Multiply Labs,yc,yc,yc_us_hiring_confirmed_api_native_live,,129,,,,,,,http://multiplylabs.com/,https://www.multiplylabs.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,lever,https://jobs.lever.co/multiplylabs,multiplylabs,https://api.lever.co/v0/postings/multiplylabs?mode=json,live_jobs,,https://www.multiplylabs.com/careers,api_native,https://api.lever.co/v0/postings/multiplylabs?mode=json,10,,,full_jd_inferred_api,html_or_text,api_field,[].description|[].descriptionPlain,,,
mutiny,Mutiny,yc,yc,yc_us_hiring_confirmed_api_native_live,,130,,,,,,,https://www.mutinyhq.com,https://www.mutinyhq.com/join-us,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/Mutiny,Mutiny,https://api.ashbyhq.com/posting-api/job-board/Mutiny?includeCompensation=true,live_jobs,,https://www.mutinyhq.com/join-us,api_native,https://api.ashbyhq.com/posting-api/job-board/Mutiny?includeCompensation=true,11,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
mux,Mux,yc,yc,yc_us_hiring_confirmed_api_native_live,,131,,,,,,,http://mux.com,https://www.mux.com/jobs,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/mux,mux,https://api.ashbyhq.com/posting-api/job-board/mux?includeCompensation=true,live_jobs,,https://www.mux.com/jobs,api_native,https://api.ashbyhq.com/posting-api/job-board/mux?includeCompensation=true,3,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
nabis,Nabis,yc,yc,yc_us_hiring_confirmed_api_native_live,,132,,,,,,,https://www.nabis.com/,https://www.nabis.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,greenhouse,https://job-boards.greenhouse.io/nabis,nabis,https://boards-api.greenhouse.io/v1/boards/nabis/jobs?content=true,live_jobs,,https://www.nabis.com/careers,api_native,https://boards-api.greenhouse.io/v1/boards/nabis/jobs?content=true,37,,,full_jd_inferred_api,html,api_field,jobs[].content,,,
nala,NALA,yc,yc,yc_us_hiring_confirmed_api_native_live,,133,,,,,,,http://nala.com,https://www.nala.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,workable,https://apply.workable.com/nalamoney/,nalamoney,https://apply.workable.com/api/v3/accounts/nalamoney/jobs,live_jobs,,https://www.nala.com/,api_native,https://apply.workable.com/api/v3/accounts/nalamoney/jobs,7,,,,,,,,,
nango,Nango,yc,yc,yc_us_hiring_confirmed_api_native_live,,134,,,,,,,https://nango.dev,https://nango.dev/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/Nango,Nango,https://api.ashbyhq.com/posting-api/job-board/Nango?includeCompensation=true,live_jobs,,https://nango.dev/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/Nango?includeCompensation=true,1,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
nash,Nash,yc,yc,yc_us_hiring_confirmed_api_native_live,,135,,,,,,,https://www.usenash.com/,https://www.nash.ai/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/Nash,Nash,https://api.ashbyhq.com/posting-api/job-board/Nash?includeCompensation=true,live_jobs,,https://www.nash.ai/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/Nash?includeCompensation=true,19,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
nourish,Nourish,yc,yc,yc_us_hiring_confirmed_api_native_live,,136,,,,,,,https://nourish.com,https://www.nourish.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,greenhouse,https://job-boards.greenhouse.io/usenourish,usenourish,https://boards-api.greenhouse.io/v1/boards/usenourish/jobs?content=true,live_jobs,,https://www.nourish.com/careers,api_native,https://boards-api.greenhouse.io/v1/boards/usenourish/jobs?content=true,51,,,full_jd_inferred_api,html,api_field,jobs[].content,,,
nova-credit,Nova Credit,yc,yc,yc_us_hiring_confirmed_api_native_live,,137,,,,,,,http://www.novacredit.com/,https://www.novacredit.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,greenhouse,https://job-boards.greenhouse.io/novacredit,novacredit,https://boards-api.greenhouse.io/v1/boards/novacredit/jobs?content=true,live_jobs,,https://www.novacredit.com/careers,api_native,https://boards-api.greenhouse.io/v1/boards/novacredit/jobs?content=true,15,,,full_jd_inferred_api,html,api_field,jobs[].content,,,
novig,Novig,yc,yc,yc_us_hiring_confirmed_api_native_live,,138,,,,,,,https://www.novig.com,https://novig.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/novig,novig,https://api.ashbyhq.com/posting-api/job-board/novig?includeCompensation=true,live_jobs,,https://novig.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/novig?includeCompensation=true,13,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
nox-metals,Nox Metals,yc,yc,yc_us_hiring_confirmed_api_native_live,,139,,,,,,,https://noxmetals.co/,https://noxmetals.co/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/nox-metals,nox-metals,https://api.ashbyhq.com/posting-api/job-board/nox-metals?includeCompensation=true,live_jobs,,https://noxmetals.co/,api_native,https://api.ashbyhq.com/posting-api/job-board/nox-metals?includeCompensation=true,24,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
numeral,Numeral,yc,yc,yc_us_hiring_confirmed_api_native_live,,140,,,,,,,https://www.numeral.com/,https://www.numeral.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/numeral,numeral,https://api.ashbyhq.com/posting-api/job-board/numeral?includeCompensation=true,live_jobs,,https://www.numeral.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/numeral?includeCompensation=true,21,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
odeko,Odeko,yc,yc,yc_us_hiring_confirmed_api_native_live,,141,,,,,,,http://www.odeko.com,https://odeko.com/pages/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,greenhouse,https://job-boards.greenhouse.io/odeko,odeko,https://boards-api.greenhouse.io/v1/boards/odeko/jobs?content=true,live_jobs,,https://odeko.com/pages/careers,api_native,https://boards-api.greenhouse.io/v1/boards/odeko/jobs?content=true,19,,,full_jd_inferred_api,html,api_field,jobs[].content,,,
offdeal,OffDeal,yc,yc,yc_us_hiring_confirmed_api_native_live,,142,,,,,,,https://offdeal.io,https://offdeal.io/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/offdeal,offdeal,https://api.ashbyhq.com/posting-api/job-board/offdeal?includeCompensation=true,live_jobs,,https://offdeal.io/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/offdeal?includeCompensation=true,2,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
onshore,Onshore,yc,yc,yc_us_hiring_confirmed_api_native_live,,143,,,,,,,https://onshore.com,https://onshore.com/blog,,yc_public_directory;yc_api_native_board_confirmation,true,,greenhouse,https://job-boards.greenhouse.io/onshore,onshore,https://boards-api.greenhouse.io/v1/boards/onshore/jobs?content=true,live_jobs,,https://onshore.com/blog,api_native,https://boards-api.greenhouse.io/v1/boards/onshore/jobs?content=true,11,,,full_jd_inferred_api,html,api_field,jobs[].content,,,
ophelia,Ophelia,yc,yc,yc_us_hiring_confirmed_api_native_live,,144,,,,,,,https://ophelia.com,https://ophelia.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,greenhouse,https://job-boards.greenhouse.io/ophelia,ophelia,https://boards-api.greenhouse.io/v1/boards/ophelia/jobs?content=true,live_jobs,,https://ophelia.com/,api_native,https://boards-api.greenhouse.io/v1/boards/ophelia/jobs?content=true,18,,,full_jd_inferred_api,html,api_field,jobs[].content,,,
output,Output Biosciences,yc,yc,yc_us_hiring_confirmed_api_native_live,,145,,,,,,,https://www.outputbio.com/,https://outputbio.com/jobs,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/output,output,https://api.ashbyhq.com/posting-api/job-board/output?includeCompensation=true,live_jobs,,https://outputbio.com/jobs,api_native,https://api.ashbyhq.com/posting-api/job-board/output?includeCompensation=true,6,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
overview,Overview,yc,yc,yc_us_hiring_confirmed_api_native_live,,146,,,,,,,https://overview.ai,https://www.overview.ai/company/careers/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/overview,overview,https://api.ashbyhq.com/posting-api/job-board/overview?includeCompensation=true,live_jobs,,https://www.overview.ai/company/careers/,api_native,https://api.ashbyhq.com/posting-api/job-board/overview?includeCompensation=true,35,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
pair-team,Pair Team,yc,yc,yc_us_hiring_confirmed_api_native_live,,147,,,,,,,https://pairteam.com/,https://pairteam.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,greenhouse,https://job-boards.greenhouse.io/pairteam,pairteam,https://boards-api.greenhouse.io/v1/boards/pairteam/jobs?content=true,live_jobs,,https://pairteam.com/,api_native,https://boards-api.greenhouse.io/v1/boards/pairteam/jobs?content=true,24,,,full_jd_inferred_api,html,api_field,jobs[].content,,,
paradigm,Paradigm,yc,yc,yc_us_hiring_confirmed_api_native_live,,148,,,,,,,https://www.paradigmai.com/,https://www.paradigmai.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/paradigmai,paradigmai,https://api.ashbyhq.com/posting-api/job-board/paradigmai?includeCompensation=true,live_jobs,,https://www.paradigmai.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/paradigmai?includeCompensation=true,5,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
parker,Parker,yc,yc,yc_us_hiring_confirmed_api_native_live,,149,,,,,,,https://www.getparker.com,https://www.getparker.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/parker,parker,https://api.ashbyhq.com/posting-api/job-board/parker?includeCompensation=true,live_jobs,,https://www.getparker.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/parker?includeCompensation=true,13,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
