company_key,company_name,segment_primary,segment_tags,source_lists,local_source_rank,yc_source_rank,city,state_or_region,metro_area,company_category,employee_band,hq_status,company_website,careers_page,company_linkedin,source_systems,check_daily,priority_tier,board_type,board_url,board_token,board_api_url,board_confirmation_status,board_last_verified_at,resolved_from_url,listing_source_type,listing_source_url,listing_source_job_count,listing_source_last_verified_at,listing_authority,listing_source_notes,job_source_type,job_source_url,job_source_job_count,job_source_last_verified_at,job_source_notes,jd_capture_status,jd_format,jd_extraction_method,jd_extraction_locator,jd_last_verified_at,jd_notes,notes
savenaturally,SaveNaturally,local,local,greater_phoenix,87,,Gilbert,AZ,Greater Phoenix,AI and Machine Learning,1-10,Local HQ,www.savenaturally.com,https://www.linkedin.com/company/savenaturally/jobs/,https://www.linkedin.com/company/savenaturally/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
acronis-scs,Acronis SCS,local,local,greater_phoenix,88,,Scottsdale,AZ,Greater Phoenix,Cloud and Software Dev Tools,11-50,Local HQ,https://acronisscs.com/,https://acronisscs.com/careers/,https://www.linkedin.com/company/acronis-scs/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
act,ACT!,local,local,greater_phoenix,89,,Scottsdale,AZ,Greater Phoenix,Sales and Marketing,51-200,Local HQ,https://www.act.com/,http://www.act.com/careers/,https://www.linkedin.com/company/swiftpage/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
actualmetrics,ActualMetrics,local,local,greater_phoenix,90,,Scottsdale,AZ,Greater Phoenix,Analytics and BI,1-10,Local HQ,http://www.actualmetrics.com/,https://www.actualmetrics.com/company/jobs/,https://www.linkedin.com/company/actual-metrics/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
alert-gps,Alert GPS,local,local,greater_phoenix,91,,Scottsdale,AZ,Greater Phoenix,Automation,11-50,Local HQ,http://alertgps.com/,https://alertgps.com/careers/,https://www.linkedin.com/company/alertgps/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
allstate-identity-protection,Allstate Identity Protection,local,local,greater_phoenix,92,,Scottsdale,AZ,Greater Phoenix,Fraud Mgt,201-500,Local HQ,http://allstate.com/aip,https://www.allstateidentityprotection.com/business/about-us/join-our-team,https://www.linkedin.com/company/allstate-identity-protection/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
amplafide,Amplafide,local,local,greater_phoenix,93,,Scottsdale,AZ,Greater Phoenix,Sales and MArketing,1-10,Local HQ,https://www.amplafide.com,https://www.amplafide.com/Careers.html,https://www.linkedin.com/company/amplafide/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
annexus,Annexus,local,local,greater_phoenix,94,,Scottsdale,AZ,Greater Phoenix,Accounting and Finance,51-200,Local HQ,https://www.annexus.com/,https://www.annexus.com/careers/,https://www.linkedin.com/company/the-annexus-group/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
arcoro,Arcoro,local,local,greater_phoenix,95,,Scottsdale,AZ,Greater Phoenix,HR and Recruiting,201-500,Local HQ,https://www.arcoro.com/,https://arcoro.com/careers/,https://www.linkedin.com/company/arcorohr/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
arrivia,Arrivia,local,local,greater_phoenix,96,,Scottsdale,AZ,Greater Phoenix,Sales and Marketing,1001-5000,Local HQ,https://www.arrivia.com,https://careers.arrivia.com/,https://www.linkedin.com/company/arrivia/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
artis,Artis,local,local,greater_phoenix,97,,Scottsdale,AZ,Greater Phoenix,Accounting and Finance,11-50,Local HQ,https://www.artistrade.com,https://www.linkedin.com/company/artis-trade-systems/jobs/,https://www.linkedin.com/company/artis-trade-systems/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
assistek,assisTek,local,local,greater_phoenix,98,,Scottsdale,AZ,Greater Phoenix,Practice Management,51-200,Remote Office,http://www.assistek.com/,https://assistek.com/careers/,https://www.linkedin.com/company/assistek/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
attainia-from-revalize,Attainia from Revalize,local,local,greater_phoenix,99,,Scottsdale,AZ,Greater Phoenix,Business Mgt and ERP,51-200,Local HQ,https://revalizesoftware.com/attainia/,https://revalizesoftware.com/careers/,https://www.linkedin.com/company/attainia/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
avolve-software,Avolve Software,local,local,greater_phoenix,100,,Scottsdale,AZ,Greater Phoenix,Document Management,11-50,Local HQ,http://www.avolvesoftware.com/,https://avolvesoftware.com/about-avolve/careers/,https://www.linkedin.com/company/avolve-software/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
abundant,Abundant,yc,yc,yc_us_hiring_confirmed_api_native_live,,1,,,,,,,https://www.abundant.ai/,https://www.abundant.ai/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/abundant,abundant,https://api.ashbyhq.com/posting-api/job-board/abundant?includeCompensation=true,live_jobs,,https://www.abundant.ai/,api_native,https://api.ashbyhq.com/posting-api/job-board/abundant?includeCompensation=true,3,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/abundant?includeCompensation=true,3,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
accord,Accord,yc,yc,yc_us_hiring_confirmed_api_native_live,,2,,,,,,,https://inaccord.com,https://inaccord.com/company/about#careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/Accord,Accord,https://api.ashbyhq.com/posting-api/job-board/Accord?includeCompensation=true,live_jobs,,https://inaccord.com/company/about#careers,api_native,https://api.ashbyhq.com/posting-api/job-board/Accord?includeCompensation=true,2,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/Accord?includeCompensation=true,2,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
afterquery,AfterQuery,yc,yc,yc_us_hiring_confirmed_api_native_live,,3,,,,,,,https://afterquery.com,https://www.afterquery.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/AfterQuery,AfterQuery,https://api.ashbyhq.com/posting-api/job-board/AfterQuery?includeCompensation=true,live_jobs,,https://www.afterquery.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/AfterQuery?includeCompensation=true,26,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/AfterQuery?includeCompensation=true,26,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
aiprise,AiPrise,yc,yc,yc_us_hiring_confirmed_api_native_live,,4,,,,,,,https://aiprise.com/,https://www.aiprise.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/aiprise,aiprise,https://api.ashbyhq.com/posting-api/job-board/aiprise?includeCompensation=true,live_jobs,,https://www.aiprise.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/aiprise?includeCompensation=true,10,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/aiprise?includeCompensation=true,10,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
aleph,Aleph,yc,yc,yc_us_hiring_confirmed_api_native_live,,5,,,,,,,https://getaleph.com/,https://www.getaleph.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/aleph,aleph,https://api.ashbyhq.com/posting-api/job-board/aleph?includeCompensation=true,live_jobs,,https://www.getaleph.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/aleph?includeCompensation=true,7,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/aleph?includeCompensation=true,7,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
ambient-ai,Ambient.ai,yc,yc,yc_us_hiring_confirmed_api_native_live,,6,,,,,,,https://ambient.ai,https://www.ambient.ai/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/ambient.ai,ambient.ai,https://api.ashbyhq.com/posting-api/job-board/ambient.ai?includeCompensation=true,live_jobs,,https://www.ambient.ai/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/ambient.ai?includeCompensation=true,19,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/ambient.ai?includeCompensation=true,19,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
anara,Anara,yc,yc,yc_us_hiring_confirmed_api_native_live,,7,,,,,,,https://anara.com,https://anara.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/anara,anara,https://api.ashbyhq.com/posting-api/job-board/anara?includeCompensation=true,live_jobs,,https://anara.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/anara?includeCompensation=true,4,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/anara?includeCompensation=true,4,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
apolink,Apolink,yc,yc,yc_us_hiring_confirmed_api_native_live,,8,,,,,,,https://apolink.space,https://apolink.space/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/apolink,apolink,https://api.ashbyhq.com/posting-api/job-board/apolink?includeCompensation=true,live_jobs,,https://apolink.space/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/apolink?includeCompensation=true,3,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/apolink?includeCompensation=true,3,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
apollo,Apollo,yc,yc,yc_us_hiring_confirmed_api_native_live,,9,,,,,,,http://apollographql.com/,https://www.apollographql.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/apollo-graphql,apollo-graphql,https://api.ashbyhq.com/posting-api/job-board/apollo-graphql?includeCompensation=true,live_jobs,,https://www.apollographql.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/apollo-graphql?includeCompensation=true,9,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/apollo-graphql?includeCompensation=true,9,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
arini,Arini,yc,yc,yc_us_hiring_confirmed_api_native_live,,10,,,,,,,https://www.arini.ai,https://www.arini.ai/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/arini,arini,https://api.ashbyhq.com/posting-api/job-board/arini?includeCompensation=true,live_jobs,,https://www.arini.ai/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/arini?includeCompensation=true,1,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/arini?includeCompensation=true,1,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
arketa,Arketa,yc,yc,yc_us_hiring_confirmed_api_native_live,,11,,,,,,,https://arketa.com,https://www.arketa.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/arketa,arketa,https://api.ashbyhq.com/posting-api/job-board/arketa?includeCompensation=true,live_jobs,,https://www.arketa.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/arketa?includeCompensation=true,10,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/arketa?includeCompensation=true,10,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
artie,Artie,yc,yc,yc_us_hiring_confirmed_api_native_live,,12,,,,,,,https://www.artie.com/,https://www.artie.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/artie,artie,https://api.ashbyhq.com/posting-api/job-board/artie?includeCompensation=true,live_jobs,,https://www.artie.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/artie?includeCompensation=true,5,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/artie?includeCompensation=true,5,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
assemblyai,AssemblyAI,yc,yc,yc_us_hiring_confirmed_api_native_live,,13,,,,,,,https://www.assemblyai.com,https://www.assemblyai.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,greenhouse,https://job-boards.greenhouse.io/assemblyai,assemblyai,https://boards-api.greenhouse.io/v1/boards/assemblyai/jobs?content=true,live_jobs,,https://www.assemblyai.com/careers,api_native,https://boards-api.greenhouse.io/v1/boards/assemblyai/jobs?content=true,6,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://boards-api.greenhouse.io/v1/boards/assemblyai/jobs?content=true,6,,,full_jd_inferred_api,html,api_field,jobs[].content,,,
astranis,Astranis,yc,yc,yc_us_hiring_confirmed_api_native_live,,14,,,,,,,http://www.astranis.com,https://www.astranis.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,greenhouse,https://job-boards.greenhouse.io/astranis,astranis,https://boards-api.greenhouse.io/v1/boards/astranis/jobs?content=true,live_jobs,,https://www.astranis.com/careers,api_native,https://boards-api.greenhouse.io/v1/boards/astranis/jobs?content=true,136,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://boards-api.greenhouse.io/v1/boards/astranis/jobs?content=true,136,,,full_jd_inferred_api,html,api_field,jobs[].content,,,
astro-mechanica,Astro Mechanica,yc,yc,yc_us_hiring_confirmed_api_native_live,,15,,,,,,,https://astromecha.co/,https://www.astromecha.co/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/Astro-Mechanica,Astro-Mechanica,https://api.ashbyhq.com/posting-api/job-board/Astro-Mechanica?includeCompensation=true,live_jobs,,https://www.astromecha.co/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/Astro-Mechanica?includeCompensation=true,38,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/Astro-Mechanica?includeCompensation=true,38,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
athelas,Athelas,yc,yc,yc_us_hiring_confirmed_api_native_live,,16,,,,,,,http://athelas.com,https://www.athelas.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/Commure,Commure,https://api.ashbyhq.com/posting-api/job-board/Commure?includeCompensation=true,live_jobs,,https://www.athelas.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/Commure?includeCompensation=true,75,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/Commure?includeCompensation=true,75,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
athenahq,AthenaHQ,yc,yc,yc_us_hiring_confirmed_api_native_live,,17,,,,,,,https://www.athenahq.ai,https://athenahq.ai/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/athena-hq,athena-hq,https://api.ashbyhq.com/posting-api/job-board/athena-hq?includeCompensation=true,live_jobs,,https://athenahq.ai/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/athena-hq?includeCompensation=true,5,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/athena-hq?includeCompensation=true,5,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
atlas-3,Atlas,yc,yc,yc_us_hiring_confirmed_api_native_live,,18,,,,,,,https://atlascard.com,https://atlascard.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/atlas,atlas,https://api.ashbyhq.com/posting-api/job-board/atlas?includeCompensation=true,live_jobs,,https://atlascard.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/atlas?includeCompensation=true,6,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/atlas?includeCompensation=true,6,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
atob,AtoB,yc,yc,yc_us_hiring_confirmed_api_native_live,,19,,,,,,,https://atob.com/,https://www.atob.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/atob,atob,https://api.ashbyhq.com/posting-api/job-board/atob?includeCompensation=true,live_jobs,,https://www.atob.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/atob?includeCompensation=true,13,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/atob?includeCompensation=true,13,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
atomic,Atomic,yc,yc,yc_us_hiring_confirmed_api_native_live,,20,,,,,,,https://www.atomicvest.com/,https://www.atomicvest.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/atomic-invest,atomic-invest,https://api.ashbyhq.com/posting-api/job-board/atomic-invest?includeCompensation=true,live_jobs,,https://www.atomicvest.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/atomic-invest?includeCompensation=true,3,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/atomic-invest?includeCompensation=true,3,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
axel-travel,Axel Travel,yc,yc,yc_us_hiring_confirmed_api_native_live,,21,,,,,,,https://helloaxel.com/,https://helloaxel.com/en/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/Axel,Axel,https://api.ashbyhq.com/posting-api/job-board/Axel?includeCompensation=true,live_jobs,,https://helloaxel.com/en/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/Axel?includeCompensation=true,1,,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://api.ashbyhq.com/posting-api/job-board/Axel?includeCompensation=true,1,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
